participant_id,recording_id,timestamp,Left_Semitendinosus,Right_Semitendinosus,Left_Bicep_Femoris,Right_Bicep_Femoris,Left_Rectus_Femoris,Right_Rectus_Femoris,Left_Vastus_Lateralis,Right_Vastus_Lateralis,left_knee_angle,right_knee_angle,left_shank_angle,right_shank_angle,activity,label,leg_side,fatigue_level,exercise_duration_seconds
1,1776689563181,34.521,1.272792,2.894823,0.447214,0.632456,0.787401,1.009951,0.489898,0.959166,156.2925,142.829,95.71893,106.3154,squat,squat,0,low,34.966270446777344
1,1776689563181,34.621,1.148913,2.258318,0.469042,0.632456,1.131371,1.349074,0.2,0.948683,165.8146,152.0158,91.43548,100.8541,squat,squat,0,low,34.966270446777344
1,1776689563181,34.721,0.812404,1.749286,0.447214,0.663325,1.28841,1.428286,0.2,0.938083,172.9158,158.8327,90.95039,99.43156,squat,squat,0,low,34.966270446777344
1,1776689563181,34.821,0.748331,1.805547,0.469042,0.83666,1.918333,1.378405,0.447214,0.959166,176.1365,161.5583,90.60368,97.78067,squat,squat,0,low,34.966270446777344
1,1776689563181,34.921,0.648074,2.835489,0.447214,1.311488,1.944222,1.449138,0.787401,1.702939,177.3976,161.1658,91.2222,98.08456,squat,squat,0,low,34.966270446777344
1,1776689563181,35.021,0.761577,3.4,0.424264,1.334166,1.92873,1.449138,0.969536,1.918333,174.0045,158.9857,91.7303,98.65235,squat,squat,0,low,34.966270446777344
1,1776689563181,35.121,1.077033,4.571652,0.469042,1.356466,2.12132,1.667333,0.979796,1.954482,168.6126,153.3762,94.27101,100.304,squat,squat,0,low,34.966270446777344
1,1776689563181,35.221,1.303841,5.580323,0.52915,1.44222,2.284732,1.766352,0.979796,1.974842,157.4537,146.6752,98.21958,101.9341,squat,squat,0,low,34.966270446777344
1,1776689563181,35.321,1.48324,6.42028,0.509902,1.637071,2.284732,1.766352,0.979796,1.974842,149.093,146.6752,100.3843,101.9341,squat,squat,0,low,34.966270446777344
1,1776689563181,35.421,1.754993,6.958448,0.4,1.606238,2.469818,1.720465,0.979796,1.949359,140.223,138.1766,102.8549,105.0553,squat,squat,0,low,34.966270446777344
1,1776689563181,35.521,1.783255,7.083784,0.489898,1.174734,2.370654,1.68523,0.979796,1.870829,131.4014,130.1633,106.0094,108.2436,squat,squat,0,low,34.966270446777344
1,1776689563181,35.621,1.811077,6.714164,0.489898,1.086278,2.584569,1.788854,0.761577,1.303841,119.2512,119.1849,111.4423,113.9346,squat,squat,0,low,34.966270446777344
1,1776689563181,35.721,1.811077,6.714164,0.489898,1.086278,2.949576,1.974842,0.69282,0.894427,119.2512,106.5611,111.4423,119.69,squat,squat,0,low,34.966270446777344
1,1776689563181,35.821,1.643168,5.758472,0.447214,1.048809,2.939388,1.90263,0.6,0.707107,106.3905,93.6571,115.5241,124.8227,squat,squat,0,low,34.966270446777344
1,1776689563181,35.921,1.523155,4.737088,0.374166,0.969536,2.749545,1.56205,0.6,0.6,93.38504,81.83244,120.5983,129.6417,squat,squat,0,low,34.966270446777344
1,1776689563181,36.021,1.691153,4.091455,0.374166,0.761577,2.993326,1.697056,0.648074,0.648074,85.08231,73.14838,124.5905,134.6998,squat,squat,0,low,34.966270446777344
1,1776689563181,36.121,1.766352,2.694439,0.374166,0.583095,3.039737,1.788854,0.72111,0.787401,82.19445,68.84999,126.9317,138.2827,squat,squat,0,low,34.966270446777344
1,1776689563181,36.221,1.923538,2.6533,0.4,1.772004,2.877499,1.788854,0.860233,0.948683,82.86829,73.58665,127.3738,136.7182,squat,squat,0,low,34.966270446777344
1,1776689563181,36.321,1.949359,2.557342,0.244949,2.83196,2.771281,1.529706,1.048809,1.414214,91.65697,83.66573,124.0992,132.6454,squat,squat,0,low,34.966270446777344
1,1776689563181,36.421,1.959592,2.588436,0.282843,3.101613,2.771281,1.509967,1.0583,1.649242,104.4906,96.6645,118.6233,126.5221,squat,squat,0,low,34.966270446777344
1,1776689563181,36.521,2.126029,3.069202,0.34641,3.11127,2.782085,1.529706,1.086278,1.661325,118.079,108.9945,112.3413,120.5967,squat,squat,0,low,34.966270446777344
1,1776689563181,36.621,2.297825,3.964846,0.34641,3.152776,2.370654,1.303841,1.131371,1.697056,130.5497,120.9025,107.4954,115.6373,squat,squat,0,low,34.966270446777344
1,1776689563181,36.721,2.690725,4.34281,0.34641,3.823611,1.964688,1.349074,1.407125,1.726268,143.58,132.1794,102.178,111.6753,squat,squat,0,low,34.966270446777344
1,1776689563181,36.821,2.57682,4.404543,0.316228,3.924283,1.811077,1.095445,1.428286,1.697056,156.9957,145.0612,97.3948,106.9158,squat,squat,0,low,34.966270446777344
1,1776689563181,36.921,2.572936,5.344156,0.282843,3.408812,1.811077,1.095445,1.428286,1.697056,169.1154,145.0612,95.43472,106.9158,squat,squat,0,low,34.966270446777344
1,1776689563181,37.021,2.525866,5.308484,0.244949,2.952965,1.516575,1.095445,1.32665,1.319091,177.7484,157.7773,93.43523,102.9069,squat,squat,0,low,34.966270446777344
1,1776689563181,37.121,2.525866,5.308484,0.244949,2.952965,1.208305,1.469694,1.232883,1.009951,177.7484,164.2326,93.43523,103.2953,squat,squat,0,low,34.966270446777344
1,1776689563181,37.221,2.240536,4.68188,0.469042,3.117692,1.476482,1.907878,1.224745,0.959166,184.5062,169.7835,93.39633,101.1892,squat,squat,0,low,34.966270446777344
1,1776689563181,37.321,1.341641,3.888444,0.83666,3.127299,1.679286,2.366432,1.183216,1.009951,183.9701,170.5555,95.22984,101.4254,squat,squat,0,low,34.966270446777344
1,1776689563181,37.421,1.341641,3.888444,0.83666,3.127299,1.48324,2.262742,0.848528,0.748331,183.9701,167.946,95.22984,101.9479,squat,squat,0,low,34.966270446777344
1,1776689563181,37.521,1.4,4.024922,0.83666,3.334666,1.43527,2.284732,0.678233,1.029563,178.8007,162.7564,97.30711,101.5472,squat,squat,0,low,34.966270446777344
1,1776689563181,37.621,1.865476,2.481935,0.87178,3.234192,1.714643,2.433105,0.6,0.938083,170.8138,157.7499,97.97546,101.4262,squat,squat,0,low,34.966270446777344
1,1776689563181,37.721,2.39583,4.465423,0.948683,3.397058,2.44949,2.774887,0.787401,0.948683,160.8837,150.7584,99.19793,102.9955,squat,squat,0,low,34.966270446777344
1,1776689563181,37.821,2.634388,5.196152,1.16619,3.414674,3.095157,2.807134,0.812404,0.969536,151.0555,140.7012,100.6001,105.422,squat,squat,0,low,34.966270446777344
1,1776689563181,37.921,2.565151,5.169139,1.122497,3.394113,3.331666,2.694439,0.824621,0.883176,140.019,132.0935,102.8196,107.4414,squat,squat,0,low,34.966270446777344
1,1776689563181,38.021,2.584569,5.240229,0.83666,2.874022,3.408812,2.596151,0.83666,0.894427,131.9499,125.1083,102.796,108.0604,squat,squat,0,low,34.966270446777344
1,1776689563181,38.121,2.905168,6.166036,0.848528,2.289104,3.426368,2.57682,0.824621,0.632456,125.9057,118.9189,102.8647,109.0755,squat,squat,0,low,34.966270446777344
1,1776689563181,38.221,4.370355,6.974238,0.948683,2.537715,3.529872,2.501999,0.8,0.707107,121.1073,115.9236,103.9543,109.3196,squat,squat,0,low,34.966270446777344
1,1776689563181,38.321,4.927474,6.610598,0.959166,2.611513,3.558089,2.19089,0.565685,0.734847,121.8518,117.1245,103.1848,108.2286,squat,squat,0,low,34.966270446777344
1,1776689563181,38.421,4.812484,7.311635,0.678233,2.481935,3.098387,1.708801,0.489898,0.787401,125.6874,120.5814,103.9204,107.7778,squat,squat,0,low,34.966270446777344
1,1776689563181,38.521,4.857983,7.825599,0.648074,2.513961,2.607681,1.131371,0.469042,0.8,127.7421,124.013,105.5329,107.964,squat,squat,0,low,34.966270446777344
1,1776689563181,38.621,4.977952,8.849858,0.663325,2.668333,2.607681,1.131371,0.469042,0.8,131.968,124.013,104.6014,107.964,squat,squat,0,low,34.966270446777344
1,1776689563181,38.721,4.853864,9.009995,0.663325,2.545584,2.428992,1.029563,0.447214,1.019804,134.5746,128.2359,103.7356,107.2135,squat,squat,0,low,34.966270446777344
1,1776689563181,38.821,4.223742,8.1939,0.616441,1.944222,2.428992,0.98995,0.34641,1.019804,135.9349,127.7461,103.6848,109.6622,squat,squat,0,low,34.966270446777344
1,1776689563181,38.921,2.345208,7.735632,0.374166,1.449138,2.275961,1,0.424264,0.894427,136.0632,127.2644,104.1034,110.2856,squat,squat,0,low,34.966270446777344
1,1776689563181,39.021,1.969772,7.018547,0.374166,1.280625,1.67332,0.72111,0.4,0.860233,136.5201,127.0056,104.1961,110.939,squat,squat,0,low,34.966270446777344
1,1776689563181,39.121,1.969772,7.018547,0.374166,1.280625,0.969536,0.565685,0.447214,0.8,136.5201,127.6976,104.1961,110.334,squat,squat,0,low,34.966270446777344
1,1776689563181,39.221,1.907878,6.104097,0.424264,1.349074,0.848528,0.616441,0.447214,0.774597,137.2231,128.1895,103.7711,110.4446,squat,squat,0,low,34.966270446777344
1,1776689563181,39.321,1.574802,7.568355,0.424264,1,0.824621,0.663325,0.424264,0.583095,139.7877,131.0239,102.6238,109.1696,squat,squat,0,low,34.966270446777344
1,1776689563181,39.421,1.509967,8.263171,0.6,0.979796,0.734847,0.648074,0.469042,0.4,143.1884,133.4948,102.2984,108.5034,squat,squat,0,low,34.966270446777344
1,1776689563181,39.521,1.421267,8.828363,0.583095,1,0.8,0.707107,0.374166,0.4,145.2533,133.745,101.6091,109.1367,squat,squat,0,low,34.966270446777344
1,1776689563181,39.621,1.095445,8.894942,0.583095,0.948683,0.707107,0.72111,0.374166,0.374166,145.9569,134.5328,101.7401,109.523,squat,squat,0,low,34.966270446777344
1,1776689563181,39.721,1.232883,9.014433,0.547723,0.969536,1.148913,0.761577,0.34641,0.316228,144.1987,129.9839,102.7184,111.7056,squat,squat,0,low,34.966270446777344
1,1776689563181,39.821,1.378405,9.059801,0.509902,0.883176,1.385641,0.748331,0.34641,0.4,139.4947,125.7061,104.2932,112.3486,squat,squat,0,low,34.966270446777344
1,1776689563181,39.921,1.509967,7.251207,0.52915,0.774597,1.969772,0.748331,0.34641,0.424264,134.0179,120.5751,105.949,113.3492,squat,squat,0,low,34.966270446777344
1,1776689563181,40.021,1.421267,6.273755,0.509902,0.565685,2.240536,0.98995,0.316228,0.424264,126.3198,113.3637,109.3973,115.7076,squat,squat,0,low,34.966270446777344
1,1776689563181,40.121,1.378405,5.280151,0.424264,0.4,2.262742,0.948683,0.34641,0.447214,112.5854,100.7549,115.5842,121.3043,squat,squat,0,low,34.966270446777344
1,1776689563181,40.221,1.43527,4.849742,0.4,0.447214,2.284732,0.959166,0.316228,0.424264,98.54694,88.59682,121.5062,127.2825,squat,squat,0,low,34.966270446777344
1,1776689563181,40.321,1.606238,4.573839,0.4,0.447214,2.284732,0.959166,0.316228,0.424264,88.37463,88.59682,126.2772,127.2825,squat,squat,0,low,34.966270446777344
1,1776689563181,40.421,1.865476,7.212489,0.4,0.374166,2.408319,1.077033,0.4,0.469042,82.71905,81.36774,128.5189,130.6966,squat,squat,0,low,34.966270446777344
1,1776689563181,40.521,2.054264,7.333485,0.509902,0.469042,2.572936,1.407125,0.648074,0.734847,84.82222,77.87154,127.6361,133.7058,squat,squat,0,low,34.966270446777344
1,1776689563181,40.621,2.04939,6.669333,0.4,0.489898,2.734959,1.838478,0.69282,0.938083,92.68074,82.97738,124.2786,132.1397,squat,squat,0,low,34.966270446777344
1,1776689563181,40.721,2.044505,7.233256,0.374166,0.447214,2.50998,1.732051,0.8,1.43527,107.7391,93.18655,115.584,127.3657,squat,squat,0,low,34.966270446777344
1,1776689563181,40.821,2.044505,7.233256,0.374166,0.447214,2.891366,2.525866,0.927362,1.48324,107.7391,106.7109,115.584,118.6305,squat,squat,0,low,34.966270446777344
1,1776689563181,40.921,2.2,7.622335,0.374166,0.616441,3.046309,2.785678,1.16619,1.509967,123.147,120.0526,108.8582,113.2977,squat,squat,0,low,34.966270446777344
1,1776689563181,41.021,2.275961,7.66942,0.374166,0.69282,2.86007,2.785678,1.208305,1.509967,138.907,132.7964,103.4362,107.8824,squat,squat,0,low,34.966270446777344
1,1776689563181,41.121,1.933908,5.00999,0.469042,0.734847,2.588436,2.675817,1.256981,1.421267,151.5242,144.8195,97.7897,103.3167,squat,squat,0,low,34.966270446777344
1,1776689563181,41.221,1.593738,4.870318,0.316228,0.761577,2,2.362202,1.183216,1.311488,159.6346,149.744,95.61092,102.9567,squat,squat,0,low,34.966270446777344
1,1776689563181,41.321,1.587451,4.597826,0.282843,0.72111,1.860108,2.357965,1.208305,0.860233,165.1684,154.6747,94.77576,102.5269,squat,squat,0,low,34.966270446777344
1,1776689563181,41.421,1.655295,4.424929,0.316228,0.87178,1.549193,2.088061,1.2,0.87178,171.1909,161.7637,91.92998,98.58204,squat,squat,0,low,34.966270446777344
1,1776689563181,41.521,1.456022,3.376389,0.316228,0.774597,1.655295,2.56125,1.157584,1.148913,177.9689,167.2143,89.76773,97.12849,squat,squat,0,low,34.966270446777344
1,1776689563181,41.621,0.979796,3.17175,0.374166,0.707107,2.453569,3.252691,1.174734,1.428286,178.5337,164.4841,89.88699,99.46007,squat,squat,0,low,34.966270446777344
